Temporada_Local,Jornada,Fecha,Tipo_Local,Equipo_Local,Marcador_Local,Marcador_Visitante,Equipo_Visita,Tipo_Visita
2014-2015,33,4/26/2015,Local,Celta de Vigo,2,4,Real Madrid,Visitante
2014-2015,33,4/27/2015,Local,Valencia,4,0,Granada,Visitante
2014-2015,34,4/28/2015,Local,Barcelona,6,0,Getafe,Visitante
2014-2015,34,4/28/2015,Local,Athletic Club,1,1,Real Sociedad,Visitante
2014-2015,34,4/28/2015,Local,Levante,1,0,Córdoba,Visitante
2014-2015,34,4/29/2015,Local,Eibar,1,3,Sevilla,Visitante
2014-2015,34,4/29/2015,Local,Real Madrid,3,0,Almería,Visitante
2014-2015,34,4/29/2015,Local,Celta de Vigo,1,0,Málaga,Visitante
2014-2015,34,4/29/2015,Local,Elche,4,0,Deportivo de La Coruña,Visitante
2014-2015,34,4/29/2015,Local,Villarreal,0,1,Atlético de Madrid,Visitante
2014-2015,34,4/30/2015,Local,Rayo Vallecano,1,1,Valencia,Visitante
2014-2015,34,4/30/2015,Local,Granada,1,2,Espanyol,Visitante
2014-2015,35,1/5/2015,Local,Real Sociedad,3,0,Levante,Visitante
2014-2015,35,2/5/2015,Local,Córdoba,0,8,Barcelona,Visitante
2014-2015,35,2/5/2015,Local,Atlético de Madrid,0,0,Athletic Club,Visitante
2014-2015,35,2/5/2015,Local,Sevilla,2,3,Real Madrid,Visitante
2014-2015,35,2/5/2015,Local,Deportivo de La Coruña,1,1,Villarreal,Visitante
2014-2015,35,3/5/2015,Local,Espanyol,1,1,Rayo Vallecano,Visitante
2014-2015,35,3/5/2015,Local,Getafe,1,2,Granada,Visitante
2014-2015,35,3/5/2015,Local,Valencia,3,1,Eibar,Visitante
2014-2015,35,3/5/2015,Local,Málaga,1,2,Elche,Visitante
2014-2015,35,4/5/2015,Local,Almería,2,2,Celta de Vigo,Visitante
2014-2015,36,8/5/2015,Local,Eibar,0,2,Espanyol,Visitante
2014-2015,36,9/5/2015,Local,Granada,2,0,Córdoba,Visitante
2014-2015,36,9/5/2015,Local,Barcelona,2,0,Real Sociedad,Visitante
2014-2015,36,9/5/2015,Local,Real Madrid,2,2,Valencia,Visitante
2014-2015,36,9/5/2015,Local,Athletic Club,1,1,Deportivo de La Coruña,Visitante
2014-2015,36,10/5/2015,Local,Levante,2,2,Atlético de Madrid,Visitante
2014-2015,36,10/5/2015,Local,Villarreal,1,0,Elche,Visitante
2014-2015,36,10/5/2015,Local,Almería,1,2,Málaga,Visitante
2014-2015,36,10/5/2015,Local,Celta de Vigo,1,1,Sevilla,Visitante
2014-2015,36,11/5/2015,Local,Rayo Vallecano,2,0,Getafe,Visitante
2014-2015,37,5/17/2015,Local,Villarreal,2,1,Málaga,Visitante
2014-2015,37,5/17/2015,Local,Elche,2,3,Athletic Club,Visitante
2014-2015,37,5/17/2015,Local,Deportivo de La Coruña,2,0,Levante,Visitante
2014-2015,37,5/17/2015,Local,Atlético de Madrid,0,1,Barcelona,Visitante
2014-2015,37,5/17/2015,Local,Real Sociedad,0,3,Granada,Visitante
2014-2015,37,5/17/2015,Local,Córdoba,1,2,Rayo Vallecano,Visitante
2014-2015,37,5/17/2015,Local,Getafe,1,1,Eibar,Visitante
2014-2015,37,5/17/2015,Local,Espanyol,1,4,Real Madrid,Visitante
2014-2015,37,5/17/2015,Local,Valencia,1,1,Celta de Vigo,Visitante
2014-2015,37,5/17/2015,Local,Sevilla,2,1,Almería,Visitante
2014-2015,38,5/23/2015,Local,Levante,0,0,Elche,Visitante
2014-2015,38,5/23/2015,Local,Athletic Club,4,0,Villarreal,Visitante
2014-2015,38,5/23/2015,Local,Barcelona,2,2,Deportivo de La Coruña,Visitante
